Group_Number,Group_Description,Inventory_Code,Description,PLU_Number,SupplierStockCode,UnitsPerCase,SOH,Cases,Units,SUMOFCOST,SUMOFQTY,SUMOFSALES,SUMOFSALESEX,SUMOFTAX
12,SNACK FOODS,5372,SMITHS CRNKL ORIG 170G,5372,298946,12,15.000,1,3,3.350,1.000,5.000,4.546,0.455
12,SNACK FOODS,5373,SMITHS CRNKL SLT VIN 170G,5373,299073,12,28.000,2,4,6.700,2.000,10.000,9.091,0.909
12,SNACK FOODS,842648,SMITHS CRNKL SLT VIN 90G,15504,842648,18,1.000,0,1,11.100,6.000,22.200,20.182,2.018
12,SNACK FOODS,5329,TRUCKIN JERKY CHILLI 35G,5329,12x35GCHILLICSTRIP,12,1.000,0,1,18.000,4.000,26.000,26.000,0.000
12,SNACK FOODS,16597,TRUCKIN JERKY TRAD 100G,16597,20x100GTRUCKTRAD,20,33.000,1,12,30.600,3.000,45.000,45.000,0.000
12,SNACK FOODS,5330,TRUCKIN JERKY TRAD 35G,5330,12X35GTRADCSTRIP,12,13.000,1,0,4.500,1.000,6.500,6.500,0.000
12,SNACK FOODS,20342,TWISTIES CHEESE 90G,20342,00777071,23,1.000,0,1,7.160,4.000,14.800,13.454,1.346
12,SNACK FOODS,842729,TWISTIES CHICKEN 90G,15507,777063,23,27.000,1,4,8.950,5.000,18.500,16.818,1.682
13,MILK ,19985,BOSS BLACK CAN 237ML,19985,6700,12,18.000,1,6,11.920,4.000,20.400,18.546,1.854
13,MILK ,23972,BOSS CRML LATTE 237ML CAN,23972,6703,12,2.000,0,2,2.980,1.000,5.100,4.636,0.464
13,MILK ,19986,BOSS LATTE CAN 237ML,19986,6701,12,37.000,3,1,2.980,1.000,5.100,4.636,0.464
13,MILK ,23248,BOSS VAN LATTE CAN 237ML,23248,6803,12,10.000,0,10,8.940,3.000,15.300,13.909,1.391
13,MILK ,366,BRN CHILL BANANA 600ML,366,3962,1,9.000,9,0,3.640,2.000,8.600,7.818,0.782
13,MILK ,4000,BRN CHILL CHOC 600ML,4000,10538,1,5.000,5,0,12.740,7.000,29.900,27.182,2.718
13,MILK ,899,BRN CHILL COFFEE 600ML,899,31757,1,10.000,10,0,10.920,6.000,25.650,23.318,2.332
13,MILK ,4615,BRN CHILL DBL ESPR 600ML,4615,88378,1,3.000,3,0,29.120,16.000,68.350,62.136,6.214
13,MILK ,18692,BRN CHILL MOCHA 600ML,18692,88797,1,8.000,8,0,10.920,6.000,25.600,23.273,2.327
13,MILK ,24057,BRN H&B AUSTRALIA 600ML,24057,89018,1,-5.000,-5,0,12.680,4.000,22.000,20.000,2.000
13,MILK ,18932,BRN H&B BRAZIL 400ML,18932,88648,1,0.000,0,0,6.340,2.000,10.200,9.273,0.927
13,MILK ,18933,BRN H&B HONDURAS 400ML,18933,88649,1,-2.000,-2,0,6.340,2.000,10.200,9.273,0.927
13,MILK ,23111,DARE DBL ESP NAS  750ML,23111,9200,6,0.000,0,0,10.600,5.000,25.500,23.182,2.318
13,MILK ,23110,DARE DBL ESP NAS 500ML,23110,9199,6,8.000,1,1,9.420,6.000,27.600,25.091,2.509
13,MILK ,3533,DARE DBL ESPRESSO 500ML,3533,8655,6,12.000,2,0,18.840,12.000,55.200,50.182,5.018
13,MILK ,3532,DARE ESPRESSO 500ML,3532,8640,6,13.000,2,0,17.270,11.000,50.600,46.000,4.600
13,MILK ,3534,DARE MOCHA 500ML,3534,8653,6,5.000,0,5,14.130,9.000,41.400,37.636,3.764
13,MILK ,17357,MUSASHI HP CHOC RTD 375ML,17357,61543,6,1.000,0,1,3.230,1.000,5.600,5.091,0.509
13,MILK ,9698,SANIT UP & GO CHOC 500ML,9698,9698,12,3.000,0,3,17.500,5.000,25.500,23.182,2.318
13,MILK ,9700,SANIT UP & GO VAN 500ML,9700,6077,12,8.000,0,8,21.000,6.000,30.600,27.818,2.782
15,PERSONAL CARE,046792,*DEL* S/SILK SPOO BR/SHINE 200ML,15380,00046792,6,7.000,1,1,4.360,1.000,6.000,5.455,0.546
15,PERSONAL CARE,636063,BLISTEX LIP BALM SPF50+ ULT,14645,636063,6,7.000,1,1,14.040,4.000,16.000,16.000,0.000
15,PERSONAL CARE,19326,COLG T/PASTE TOTAL 40G,19326,00030429,24,27.000,1,3,4.770,3.000,7.500,6.818,0.682
15,PERSONAL CARE,029795,GILL BLUE 3 DISP RAZOR 4S,15041,00029795,6,4.000,0,4,3.990,1.000,6.500,5.909,0.591
15,PERSONAL CARE,20318,LIBRA TAMPON REG 16S,20318,00055974,12,55.000,4,6,5.100,1.000,7.500,7.500,0.000
15,PERSONAL CARE,084570,LISTERINE ZERO C/MINT 250ML,13045,84570,6,11.000,1,5,4.520,1.000,8.000,7.273,0.727
15,PERSONAL CARE,20321,LYNX DEOD AFRICA 165ML,20321,00747314,6,1.000,0,1,12.240,2.000,17.800,16.182,1.618
15,PERSONAL CARE,080788,LYNX S/GEL EXCITE 400ML,14678,80788,6,0.000,0,0,4.770,1.000,7.500,6.818,0.682
15,PERSONAL CARE,051695,NAT/ORG B/WASH FRUIT 400ML,15601,00051695,4,1.000,0,1,2.690,1.000,4.200,3.818,0.382
15,PERSONAL CARE,690936,NAT/ORG COND APPLE 500ML,15400,690936,4,11.000,2,3,3.960,2.000,7.000,6.364,0.636
15,PERSONAL CARE,690944,NAT/ORG SPOO APPLE 500ML,15403,690944,4,0.000,0,0,5.940,3.000,10.500,9.545,0.955
15,PERSONAL CARE,308539,PALM RAPID SHAVE SENS 250G,14712,308539,6,2.000,0,2,3.170,1.000,5.000,4.546,0.455
15,PERSONAL CARE,248580,REDBERRY TWEEZER SLANTED,14040,248580,6,4.000,0,4,2.000,1.000,4.600,4.182,0.418
15,PERSONAL CARE,427448,REXONA WMN CLASSIC 250ML,14120,00427448,6,7.000,1,1,4.840,1.000,8.100,7.364,0.736
15,PERSONAL CARE,698861,ZOVIRAX COLD SORE CRM 2G,14618,698861,6,5.000,0,5,14.660,1.000,20.000,18.182,1.818
17,ICE CREAMS,2446,BUBBLE O BILL 82ML,2446,61041551,24,6.000,0,6,2.080,1.000,2.500,2.273,0.227
17,ICE CREAMS,9905,MAGNUM CLASSIC 100ML,9905,32021210,20,8.000,0,8,3.290,1.000,4.400,4.000,0.400
17,ICE CREAMS,9904,MAGNUM HONEYCOMB 100ML,9904,32019415,20,4.000,0,4,3.290,1.000,4.400,4.000,0.400
17,ICE CREAMS,9908,MAGNUM WHITE 100ML,9908,32019416,20,0.000,0,0,3.290,1.000,4.400,4.000,0.400
18,GENERAL MERCHANDISE,10069,DECOR MICROSAFE OBLONG 900ML,10069,2432015,6,50.000,8,2,20.320,4.000,28.000,25.454,2.546
18,GENERAL MERCHANDISE,23986,PRIDE RAINBOW BOOTLACE,23986,1080074,1,44.000,44,0,5.900,2.000,20.000,18.182,1.818
19,PROTEIN,24132,BC NOUR BALL PRO BRY COCO 40G,24132,4347,12,3.000,0,3,2.150,1.000,3.900,3.546,0.355
19,PROTEIN,1106,BOUNCE BALL COCO MAC 40G,1106,25675,12,37.000,3,1,2.070,1.000,3.600,3.273,0.327
19,PROTEIN,1105,BOUNCE BALL PEANUT 40G,1105,25672,12,42.000,3,6,2.070,1.000,4.000,3.636,0.364
19,PROTEIN,23842,GRENADE PRO BAR PNB 60G,23842,24350,12,0.000,0,0,22.190,7.000,38.500,35.000,3.500
19,PROTEIN,17315,LENNY&LARRY CKIE CH/CHIP 113G,17315,28108,12,3.000,0,3,36.000,10.000,55.000,50.000,5.000
19,PROTEIN,18849,LENNY&LARRY CKIE D/CHOC 113G,18849,28107,12,3.000,0,3,18.000,5.000,27.500,25.000,2.500
19,PROTEIN,9681,QUEST BAR WH/CHOC RASP 60G,9681,28234,12,1.000,0,1,19.620,6.000,33.000,30.000,3.000
21,ENTERTAINMENT,19924,WNT 3IN1 CHRG SYNC 1M CABLE,19924,PWT-3in1,1,2.000,2,0,17.490,1.000,30.000,27.273,2.727
21,ENTERTAINMENT,23129,WNT PD WALL CHARGER,23129,PWT-FCAC30W,1,1.000,1,0,23.000,1.000,40.000,36.364,3.636
30,PHARMACY,671796,BEROCCA PERF ORNGE 15S,15901,545474,10,49.000,4,9,10.740,1.000,16.000,16.000,0.000
30,PHARMACY,19630,BETADINE LOZ ANAE HNY 16S,19630,00944937,8,10.000,1,2,21.210,3.000,30.000,30.000,0.000
30,PHARMACY,954673,LEMSIP MAX COLD FLU 10S,13677,954673,6,5.000,0,5,55.300,5.000,82.500,82.500,0.000
30,PHARMACY,19823,NUROFEN QUICKZORB CAPS 12S,19823,00623256,12,2.000,0,2,8.680,2.000,14.400,14.400,0.000
30,PHARMACY,076873,NUROFEN TABLETS 12S,14445,00076873,12,6.000,0,6,8.200,2.000,13.000,13.000,0.000
30,PHARMACY,022243,NUROFEN ZAVANCE LIQ CAPS 20S,14414,22243,12,0.000,0,0,6.640,1.000,11.000,11.000,0.000
30,PHARMACY,480488,NYAL NASAL SPRAY DECON 15ML,13697,480488,6,5.000,0,5,6.740,1.000,13.000,13.000,0.000
30,PHARMACY,3676,STREPSILS PLUS NUMBING 16S,3676,386825,12,15.000,1,3,35.700,6.000,69.000,69.000,0.000
30,PHARMACY,055372,VICKS VAPORUB 50G,13704,00055372,12,20.000,1,8,8.460,1.000,11.000,11.000,0.000
34,SPORT DRINKS,170,*DEL* ORDER PLU 789  GATORADE ORANGE 600ML,170,10000839,12,48.000,4,0,3.600,2.000,10.200,9.273,0.927
34,SPORT DRINKS,20586,G-ACTIVE BERRY 600ML,20586,10005962,12,24.000,2,0,16.200,9.000,45.900,41.728,4.172
34,SPORT DRINKS,22608,GATORADE NS BERRY 600ML,22608,10006899,12,29.000,2,4,10.800,6.000,30.600,27.818,2.782
34,SPORT DRINKS,2350,MAXIMUS BLUE 1L,2350,2246,12,40.000,3,4,12.680,4.000,19.300,17.546,1.754
34,SPORT DRINKS,17957,MAXIMUS GRAPE 1L,17957,2313,12,57.000,4,9,12.680,4.000,19.300,17.546,1.754
34,SPORT DRINKS,23975,MAXIMUS LEMONADE 1L,23975,2298,12,26.000,2,1,15.850,5.000,24.400,22.182,2.218
34,SPORT DRINKS,23976,MAXIMUS PINE/LIME 1L,23976,2297,12,22.000,1,10,19.020,6.000,30.600,27.818,2.782
34,SPORT DRINKS,2346,MAXIMUS RED 1L,2346,2248,12,45.000,3,9,28.530,9.000,39.730,36.119,3.612
34,SPORT DRINKS,885,PWRADE B/CURRANT SIP 600ML,885,956650,12,63.000,5,3,9.240,4.000,17.100,15.546,1.554
34,SPORT DRINKS,253,PWRADE GOLD RUSH SIP 600ML,253,958666,12,69.000,5,9,20.790,9.000,37.100,33.728,3.373
34,SPORT DRINKS,604,PWRADE MNT BLAST SIP 600ML,604,958668,12,20.000,1,8,25.410,11.000,49.500,45.000,4.500
34,SPORT DRINKS,1376,PWRADE ZERO BERRY SIP 600ML,1376,954349,12,9.000,0,9,4.620,2.000,9.100,8.273,0.827
36,CHILLED FOODS,23841,BRN YOGO CHOCOLATE 170G,23841,88490,1,4.000,4,0,1.540,1.000,2.200,2.000,0.200
36,CHILLED FOODS,23839,BRN YOGO VANILLA 170G,23839,88987,1,5.000,5,0,1.540,1.000,2.200,2.000,0.200
37,ENERGY ,19629,*DEL* ORDER PLU 22843 CELLUCOR C4 TROPICAL 473ML,19629,33682,12,0.000,0,0,40.500,10.000,70.000,63.636,6.364
37,ENERGY ,22843,CELLUCOR C4 PURPLE FROST 473ML,22843,33684,12,12.000,1,0,40.500,10.000,71.000,64.545,6.455
37,ENERGY ,22912,CELLUCOR C4 W/MELON 195G,22912,33665B,1,0.000,0,0,34.950,1.000,59.900,54.455,5.446
37,ENERGY ,5681,MONSTER GREEN 500ML,5681,952714,24,82.000,3,9,10.200,5.000,23.000,20.909,2.091
37,ENERGY ,20157,MONSTER MANGO LOCO 500ML,20157,954906,24,74.000,3,2,20.400,10.000,46.000,41.818,4.182
37,ENERGY ,23837,MONSTER ULTRA GOLD 500ML,23837,957816,24,88.000,3,15,24.480,12.000,55.200,50.182,5.018
37,ENERGY ,22603,MONSTER ULTRA ROSA 500ML,22603,957202,24,87.000,3,15,26.520,13.000,59.800,54.363,5.437
37,ENERGY ,20160,MONSTER ULTRA ZERO 500ML,20160,952732,24,10.000,0,10,26.520,13.000,59.800,54.363,5.437
37,ENERGY ,23513,ON AMINO ENERGY +  S/BERRY 355ML,23513,22011,12,15.000,1,3,50.820,14.000,84.000,76.363,7.637
37,ENERGY ,23509,ON AMINO ENERGY + GRAPE 355ML,23509,22010,12,1.000,0,1,32.670,9.000,54.000,49.091,4.910
37,ENERGY ,23515,ON AMINO ENERGY + W/MELON 355ML,23515,22012,12,-12.000,-1,0,21.780,6.000,36.000,32.727,3.273
37,ENERGY ,176,RED BULL 250ML,176,597722,24,196.000,8,3,50.200,20.000,80.000,72.728,7.272
37,ENERGY ,3218,RED BULL 250ML 4PK,3218,761444,6,36.000,6,0,40.120,4.000,52.000,47.273,4.727
37,ENERGY ,5952,RED BULL 355ML,5952,493538,24,161.000,6,16,88.450,29.000,135.830,123.481,12.349
37,ENERGY ,3224,RED BULL 473ML,3224,743713,12,49.000,4,0,66.810,17.000,93.500,85.000,8.500
37,ENERGY ,24488,RED BULL JADE 250ML,24488,167182,12,15.000,1,3,23.040,9.000,36.000,32.728,3.272
37,ENERGY ,RED0002,RED BULL S/FREE 250ML,177,944979,24,45.000,1,21,7.530,3.000,12.000,10.909,1.091
37,ENERGY ,5064,RED BULL S/FREE 473ML,5064,618565,12,64.000,5,3,7.860,2.000,11.000,10.000,1.000
37,ENERGY ,9501,RED BULL TROPICAL 250ML,9501,413520,12,36.000,3,0,10.240,4.000,16.000,14.546,1.454
37,ENERGY ,18777,RED BULL WATERMELON 250ML,18777,809483,12,13.000,1,0,10.240,4.000,16.000,14.546,1.455
37,ENERGY ,3216,RED BULL ZERO 250ML,3216,400077,24,37.000,1,13,67.770,27.000,108.000,98.183,9.817
37,ENERGY ,3226,RED BULL ZERO 473ML,3226,400085,12,53.000,4,5,11.790,3.000,16.500,15.000,1.500
37,ENERGY ,2328,ROCKSTAR ORIGINAL 500ML,2328,1733,12,5.000,0,5,8.340,3.000,13.800,12.545,1.255
37,ENERGY ,5560,ROCKSTAR SILVER ICE 500ML,5560,1719,12,8.000,0,8,2.780,1.000,4.600,4.182,0.418
37,ENERGY ,2306,V BLUE 250ML,2306,1342,24,121.000,5,1,21.600,10.000,40.000,36.364,3.636
37,ENERGY ,2318,V BLUE 500ML,2318,1094,12,-8.000,0,-8,50.400,15.000,60.850,55.319,5.531
37,ENERGY ,2298,V GREEN 250ML,2298,1340,24,148.000,6,4,2.160,1.000,4.000,3.636,0.364
37,ENERGY ,2310,V GREEN 500ML,2310,1099,24,50.000,2,2,63.840,19.000,75.550,68.682,6.868
37,ENERGY ,23974,V R/FRSH LEMON 250ML,23974,1911,24,48.000,2,0,12.960,6.000,24.000,21.818,2.182
37,ENERGY ,18686,V RASP LEMONADE 250ML,18686,1624,24,48.000,2,0,6.480,3.000,12.000,10.909,1.091
37,ENERGY ,19869,V RASP LEMONADE 500ML,19869,1626,12,14.000,1,2,47.040,14.000,62.600,56.910,5.691
37,ENERGY ,2316,V SUGAR FREE 500ML,2316,1086,12,-5.000,0,-5,30.240,9.000,35.000,31.818,3.182
37,ENERGY ,20530,V SUGAR FREE BLUE 500ML,20530,1561,12,38.000,3,1,3.360,1.000,3.670,3.336,0.334
38,WATER,20596,C/RIDGE WATER RASP 750ML,20596,10005951,12,13.000,1,0,1.720,1.000,4.100,3.727,0.373
38,WATER,1565,CORP PUMP LEMON 750ML,1565,951977,20,45.000,2,5,9.600,4.000,18.400,16.727,1.673
38,WATER,23834,MT FRANK SPRK LIME 375ML,23834,956559,20,98.000,4,18,4.080,3.000,9.000,8.182,0.818
38,WATER,23833,MT FRANK SPRK RASP 375ML,23833,956533,20,90.000,4,10,1.360,1.000,3.000,2.727,0.273
38,WATER,1564,PUMP 750ML,1564,951921,20,14.000,0,14,2.210,1.000,4.100,4.100,0.000
38,WATER,1563,PUMP BERRY 750ML,1563,951974,20,16.000,0,16,9.600,4.000,18.400,16.727,1.673
38,WATER,19539,YURRAMA WATER 1.5L,19539,YW1.5x8,8,1173.000,146,5,121.360,148.000,350.160,350.160,0.000
38,WATER,19537,YURRAMA WATER 600ML,19537,WYU600x20,20,1814.000,90,14,2.250,5.000,8.000,8.000,0.000
39,FOOD,20277,CB PIZZA CHICKEN 12INCH (BXD),20277,CBFM-CHICKBA,5,53.000,10,2,6.410,1.000,10.000,9.091,0.909
39,FOOD,20278,CB PIZZA HAWAIIAN 12INCH (BXD),20278,CBFM-Haw,5,47.000,9,2,6.410,1.000,10.000,9.091,0.909
39,FOOD,20280,CB PIZZA MEATLOVERS 12INCH (BXD),20280,AA CB SDX ML,5,85.000,17,0,115.380,18.000,180.000,163.636,16.364
39,FOOD,20283,CB PIZZA SUPREME 12INCH (BXD),20283,CBFM-Sup,5,61.000,12,0,32.050,5.000,50.000,45.455,4.546
39,FOOD,6904,FP AUSSIE BURGER,6904,,1,0.000,0,0,68.200,11.000,110.000,100.000,10.000
39,FOOD,18961,FP CHICKEN SCHNITZEL BURGER,18961,,1,0.000,0,0,107.100,18.000,180.000,163.636,16.364
39,FOOD,6902,FP CHICKEN WINGS + CHIPS,6902,,1,0.000,0,0,116.090,13.000,195.000,177.273,17.727
39,FOOD,18134,FP NORWEST BURGER + CHIPS,18134,,1,0.000,0,0,29.160,6.000,60.000,54.545,5.455
39,FOOD,6903,FP SPICY POPCORN PORK + CHIPS,6903,,1,0.000,0,0,70.110,9.000,90.000,81.818,8.182
39,FOOD,9298,FP STEAK SANDWICH,9298,,1,0.000,0,0,6.280,2.000,20.000,18.182,1.818
39,FOOD,6899,FP WEDGES,6899,,1,0.000,0,0,3.270,1.000,8.500,7.727,0.773
39,FOOD,6898,HOT CHIPS 500G SERVE,6898,,1,0.000,0,0,6.920,2.000,14.000,12.727,1.273
40,CANDY,23197,ALLENS CHEEKIES 190G,23197,00227351,12,21.000,1,9,5.320,2.000,8.500,7.727,0.773
40,CANDY,022183,ALLENS FROGS ALIVE 190G,13803,22183,12,6.000,0,6,7.980,3.000,13.000,11.818,1.182
40,CANDY,017497,ALLENS JELLY BEAN FRT 190G,13806,17497,12,11.000,0,11,5.320,2.000,8.000,7.273,0.727
40,CANDY,5019,ALLENS KILLER PYTHONS 192G,5019,00234811,12,2.000,0,2,5.320,2.000,9.000,8.182,0.818
40,CANDY,018029,ALLENS SNAKES ALIVE 200G,13822,00018029,12,22.000,1,10,5.320,2.000,9.000,8.182,0.818
40,CANDY,021763,ALLENS STRAWB CRM 190G,13823,00021763,12,6.000,0,6,2.660,1.000,4.500,4.091,0.409
40,CANDY,482341,ANTICOL THROATIES 10S,13918,482341,36,60.000,1,24,7.920,6.000,14.000,12.727,1.273
40,CANDY,473538,BUTTER MENTHOL 40G,13919,473538,36,22.000,0,22,3.960,3.000,7.200,6.545,0.655
40,CANDY,20303,D/LEA LIC TWST ORIG 280G,20303,00459301,12,9.000,0,9,3.880,1.000,5.500,5.000,0.500
40,CANDY,16931,HARIBO BEARS SWT SOUR 140G,16931,806901,14,7.000,0,7,8.480,4.000,18.000,16.364,1.636
40,CANDY,16853,HARIBO GOLDBEARS 150G,16853,00806888,14,1.000,0,1,6.360,3.000,13.500,12.273,1.227
40,CANDY,069350,L/SAVER FRT PASTILLES 34G,13945,69350,24,1.000,0,1,1.600,2.000,3.000,2.727,0.273
40,CANDY,638528,MENTOS FRUIT 37.5G,13938,638528,40,7.000,0,7,3.880,4.000,8.000,7.273,0.727
40,CANDY,640494,MENTOS MINT 37.5G,13939,640494,40,52.000,1,12,4.850,5.000,10.000,9.091,0.909
40,CANDY,60783,NAT/CONF FRUITY CHEWS 180G,6021,00060783,12,7.000,0,7,4.640,2.000,9.000,8.182,0.818
40,CANDY,001190,NAT/CONF PARTY MIX 180G,13844,00001190,12,8.000,0,8,2.320,1.000,4.500,4.091,0.409
40,CANDY,002492,NAT/CONF SOUR PATCH 170G,13828,2492,12,4.000,0,4,6.960,3.000,13.500,12.273,1.227
40,CANDY,472540,NAT/CONF SQUIRMS SOUR 180G,13851,472540,12,12.000,1,0,1.940,1.000,4.500,4.091,0.409
40,CANDY,446280,QUICK-EZE CHWY P/MINT 40G,13899,00446280,32,166.000,5,6,9.600,6.000,15.000,13.636,1.364
40,CANDY,19509,WRIG ECLIPSE MNT S/MNT 40G,19509,00440598,12,12.000,1,0,6.330,3.000,10.500,9.545,0.955
40,CANDY,323929,WRIG EXTRA BTL B/MINT 46S,19042,323929,6,0.000,0,0,9.900,3.000,15.000,13.637,1.364
40,CANDY,025725,WRIG EXTRA BTL P/MINT 46S,13958,25725,6,1.000,0,1,9.900,3.000,15.000,13.637,1.364
40,CANDY,025686,WRIG EXTRA BTL S/MINT 46S,13959,25686,6,0.000,0,0,6.600,2.000,10.000,9.091,0.909
40,CANDY,22866,WRIG EXTRA BTL WHT SPR 46S,22866,00178308,6,1.000,0,1,9.900,3.000,15.000,13.637,1.364
40,CANDY,044949,WRIG EXTRA ENV STRWB 27G,13997,044949,24,9.000,0,9,4.560,3.000,7.500,6.818,0.682
40,CANDY,088765,WRIG EXTRA PELLT WHT SNGL,14007,88765,30,21.000,0,21,1.580,2.000,2.660,2.418,0.242
40,CANDY,093320,WRIG JUICY FRT SNGL,14010,093320,30,18.000,0,18,1.440,2.000,2.800,2.546,0.255
41,LIFESTYLE,19661,CORP E&T JUICE CLOUDY APPLE 350ML,19661,,10,25.000,2,5,2.320,1.000,5.100,5.100,0.000
41,LIFESTYLE,19660,CORP E&T JUICE KARMARAMA 350ML,19660,,10,22.000,2,2,4.640,2.000,10.200,10.200,0.000
41,LIFESTYLE,21241,CORP E&T JUICE KICKSTARTER 350ML,21241,88863,10,23.000,2,2,9.280,4.000,20.400,20.400,0.000
41,LIFESTYLE,19659,CORP E&T JUICE ORANGE 350ML,19659,88749,10,23.000,2,2,9.280,4.000,20.400,20.400,0.000
41,LIFESTYLE,LIP0003,LIPTON TEA PEACH 500ML,4032,10006797,12,32.000,2,7,2.960,2.000,8.000,7.273,0.727
41,LIFESTYLE,22887,REM KOMBUCHA APPLE 330ML,22887,00339556,12,0.000,0,0,3.220,1.000,4.500,4.091,0.409
41,LIFESTYLE,22884,REM KOMBUCHA RASP 330ML,22884,00339577,12,13.000,1,0,3.220,1.000,4.500,4.091,0.409
41,LIFESTYLE,6068,RIBENA 500ML,6068,4229,12,50.000,4,2,2.790,1.000,4.600,4.182,0.418
