Group_Number,Group_Description,Inventory_Code,PLU_Number,Description,UnitsPerCase,SupplierStockCode,SOH,Cases,Units,CASESCARTONS,Min_Stock,Max_Stock,OnOrder,DAYSSTOCK,REORDERQTY,ReorderCases,ReorderUnits,REORDERCASESCARTONS,SUMOFQTY_7,SUMOFSALES_7,SUMOFSALESEX_7,SUMOFCOST_7,SUMOFQTY_28,SUMOFSALES_28,SUMOFSALESEX_28,SUMOFCOST_28
7,CHOCOLATE,386414,13520,CAD BAR FRYS TURK DELT 76G,28,386414,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,4.000,13.200,12.000,6.600,16.000,52.140,47.400,26.400
7,CHOCOLATE,414982,13573,CAD BAR HAZELNUT 55G,42,414982,75.000,1,33,1/33,0.000,0.000,0.000,190.909,0.000,0,33,-1/33,6.000,15.300,13.909,6.420,11.000,27.450,24.954,11.770
7,CHOCOLATE,349116,13575,CAD BAR MC JEL POP CNDY 50G,48,349116,20.000,0,20,0/20,0.000,0.000,0.000,46.667,0.000,0,20,0/20,0.000,0.000,0.000,0.000,12.000,30.150,27.409,12.840
7,CHOCOLATE,386919,13577,CAD BAR PICNIC 46G,25,386919,31.000,1,6,1/6,0.000,0.000,125.000,78.909,0.000,0,6,-6/6,2.000,4.950,4.500,2.140,11.000,28.350,25.772,11.770
7,CHOCOLATE,387208,13517,CAD BAR PICNIC 67G,25,387208,46.000,1,21,1/21,0.000,0.000,0.000,128.800,0.000,0,21,-1/21,1.000,3.300,3.000,1.650,10.000,33.000,30.000,16.500
7,CHOCOLATE,387274,13518,CAD BAR TWIRL 58G,42,387274,47.000,1,5,1/5,0.000,0.000,0.000,52.640,0.000,0,5,-1/5,9.000,29.700,27.000,14.850,25.000,82.500,75.000,41.250
7,CHOCOLATE,090296,13493,CAD BITE FLAKE 150G,14,00486858,13.000,0,13,0/13,0.000,0.000,0.000,364.000,0.000,0,13,0/13,1.000,5.800,5.273,3.000,1.000,5.800,5.273,3.000
7,CHOCOLATE,24358,24358,CAD BITE TWIRL 140G,14,158065,2.000,0,2,0/2,0.000,0.000,0.000,18.667,0.000,0,2,0/2,1.000,7.500,6.818,3.760,3.000,22.500,20.455,11.280
7,CHOCOLATE,19357,19357,CAD BLK CARAMELLO 180G,15,00462095,4.000,0,4,0/4,0.000,0.000,15.000,10.182,0.000,0,4,-1/4,2.000,13.000,11.818,6.920,11.000,71.500,65.000,38.060
7,CHOCOLATE,19415,19415,CAD BLK DAIRY MILK 180G,16,00463075,1.000,0,1,0/1,0.000,0.000,32.000,1.867,0.000,0,1,-2/1,0.000,0.000,0.000,0.000,15.000,97.500,88.637,51.900
7,CHOCOLATE,19358,19358,CAD BLK FRUIT NUT 180G,14,00462972,9.000,0,9,0/9,0.000,0.000,28.000,19.385,0.000,0,9,-2/9,2.000,13.000,11.818,6.920,13.000,84.500,76.818,44.980
7,CHOCOLATE,19359,19359,CAD BLK HAZELNUT 180G,13,00468148,14.000,1,0,1/1,0.000,0.000,52.000,196.000,0.000,0,1,-5/1,0.000,0.000,0.000,0.000,2.000,13.000,11.818,6.920
7,CHOCOLATE,19417,19417,CAD BLK O/GLD DARK 180G,16,00469097,12.000,0,12,0/12,0.000,0.000,0.000,84.000,0.000,0,12,0/12,0.000,0.000,0.000,0.000,4.000,26.000,23.636,13.840
7,CHOCOLATE,19341,19341,CAD BLK PEPPERMINT 180G,15,00462126,1.000,0,1,0/1,0.000,0.000,0.000,28.000,0.000,0,1,0/1,1.000,6.500,5.909,3.460,1.000,6.500,5.909,3.460
7,CHOCOLATE,19411,19411,CAD BLK PKD CRUNCHIE 180G,14,00462922,6.000,0,6,0/6,0.000,0.000,0.000,9.882,0.000,0,6,0/6,6.000,39.000,35.455,20.760,17.000,109.850,99.864,58.820
7,CHOCOLATE,19363,19363,CAD BLK SNACK 180G,15,00462529,6.000,0,6,0/6,0.000,0.000,30.000,21.000,0.000,0,6,-2/6,2.000,13.000,11.818,6.920,8.000,52.000,47.273,27.680
7,CHOCOLATE,5778,5778,CAD CARAMELLO KOALA 35G,36,00307185,20.000,0,20,0/20,0.000,0.000,288.000,29.474,0.000,0,20,-8/20,4.000,4.800,4.364,3.120,19.000,22.200,20.182,14.820
7,CHOCOLATE,003639,13605,CAD FREDDO D/MILK GNT 35G,36,3639,10.000,0,10,0/10,0.000,0.000,324.000,10.000,0.000,0,10,-9/10,0.000,0.000,0.000,0.000,28.000,41.850,38.045,21.840
7,CHOCOLATE,691089,13539,KINDER BUENO 43G,30,691089,34.000,1,3,1/4,0.000,0.000,570.000,34.000,0.000,0,4,-20/4,6.000,16.200,14.727,6.420,28.000,74.790,67.990,29.960
7,CHOCOLATE,20044,20044,MAR BAR BOUNTY 84G,21,00926471,1.000,0,1,0/1,0.000,0.000,210.000,1.000,0.000,0,1,-10/1,7.000,20.400,18.546,11.970,28.000,81.650,74.228,47.880
7,CHOCOLATE,23050,23050,MAR BAR MARS 47G,50,00233111,104.000,2,4,2/4,0.000,0.000,336.000,416.000,0.000,0,40,-8/40,1.000,2.700,2.455,1.400,7.000,18.630,16.936,9.800
7,CHOCOLATE,23052,23052,MAR BAR MARS 64G,25,00233137,15.000,0,15,0/15,0.000,0.000,0.000,14.000,0.000,0,15,0/15,16.000,50.600,46.000,27.360,30.000,92.950,84.500,51.300
7,CHOCOLATE,22988,22988,MAR BAR MILKY WAY 22G,40,233242,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,7.000,8.400,7.636,3.290,37.000,44.400,40.363,17.390
7,CHOCOLATE,23919,23919,MAR BAR SNICKERS 44G,50,583294,67.000,1,17,1/17,0.000,0.000,0.000,117.250,0.000,0,17,-1/17,5.000,12.500,11.364,7.000,16.000,40.000,36.363,22.400
7,CHOCOLATE,23920,23920,MAR BAR SNICKERS 64G,25,578875,45.000,1,20,1/20,0.000,0.000,24.000,45.000,0.000,0,19,-2/19,6.000,19.800,18.000,10.260,28.000,89.650,81.500,47.880
7,CHOCOLATE,316663,13598,MAR BAR TWIX 50G,20,925072,9.000,0,9,0/9,0.000,0.000,120.000,18.000,0.000,0,9,-6/9,0.000,0.000,0.000,0.000,14.000,37.800,34.363,20.020
7,CHOCOLATE,621076,13534,MAR BAR TWIX 72G,20,621076,1.000,0,1,0/1,0.000,0.000,60.000,3.111,0.000,0,1,-3/1,1.000,3.300,3.000,1.710,9.000,29.150,26.500,15.390
7,CHOCOLATE,10101,10101,MAR M&MS MILK CHOC 180G,18,00622572,63.000,3,9,3/9,0.000,0.000,90.000,196.000,0.000,0,9,-8/9,3.000,17.400,15.818,8.940,9.000,52.200,47.454,26.820
7,CHOCOLATE,10103,10103,MAR M&MS MIX UP 145G,18,00622425,27.000,1,9,1/9,0.000,0.000,0.000,75.600,0.000,0,9,-1/9,4.000,23.200,21.091,11.920,10.000,58.000,52.727,29.800
7,CHOCOLATE,10104,10104,MAR M&MS PEANUT 180G,16,00622580,22.000,1,6,1/6,0.000,0.000,64.000,61.600,0.000,0,6,-5/6,2.000,11.600,10.545,5.960,10.000,57.420,52.200,29.800
7,CHOCOLATE,10105,10105,MAR MALTESERS PCH 140G,24,00621568,45.000,1,21,1/21,0.000,0.000,96.000,140.000,0.000,0,21,-5/21,4.000,23.200,21.091,11.920,9.000,52.200,47.454,26.820
7,CHOCOLATE,10115,10115,MAR PODS MARS 160G,15,00622695,10.000,0,10,0/10,0.000,0.000,27.000,25.455,0.000,0,7,-2/7,2.000,11.600,10.545,5.840,11.000,63.220,57.472,32.120
7,CHOCOLATE,10116,10116,MAR PODS SNICKERS 160G,15,622742,3.000,0,3,0/3,0.000,0.000,30.000,8.400,0.000,0,3,-2/3,4.000,23.200,21.091,11.680,10.000,58.000,52.727,29.200
7,CHOCOLATE,10117,10117,MAR PODS TWIX 160G,15,620368,24.000,1,9,1/9,0.000,0.000,0.000,84.000,0.000,0,9,-1/9,2.000,11.600,10.545,5.840,8.000,46.400,42.182,23.360
7,CHOCOLATE,092845,13550,NES BAR K/KAT 45G,48,00092845,2.000,0,2,0/2,0.000,0.000,288.000,2.800,0.000,0,2,-6/2,0.000,0.000,0.000,0.000,20.000,54.000,49.090,30.200
7,CHOCOLATE,964937,13524,NES BAR K/KAT 4FNGR 65G,24,964937,-1.000,0,1,0/1,0.000,0.000,0.000,-28.000,1.000,0,1,0/1,0.000,0.000,0.000,0.000,1.000,3.300,3.000,1.800
7,CHOCOLATE,5465,5465,NES BAR K/KAT CHNKY 50G,36,00150774,1.000,0,1,0/1,0.000,0.000,288.000,0.824,0.000,0,1,-8/1,11.000,29.700,27.000,16.610,34.000,91.800,83.453,51.340
7,CHOCOLATE,4668,4668,NES BAR K/KAT CHNKY 70G,24,151092,0.000,0,0,0/0,0.000,0.000,312.000,0.000,0.000,0,0,-13/0,23.000,72.600,66.000,41.400,50.000,161.700,147.000,90.000
7,CHOCOLATE,328636,13527,NES BAR MILKYBAR 75G,24,328636,14.000,0,14,0/14,0.000,0.000,24.000,39.200,0.000,0,14,-1/14,2.000,6.600,6.000,3.600,10.000,30.800,28.000,18.000
7,CHOCOLATE,371215,13611,NES BAR MINT PATTIES 20G,48,371215,28.000,0,28,0/28,0.000,0.000,0.000,196.000,0.000,0,28,0/28,2.000,2.400,2.182,1.220,4.000,4.800,4.364,2.440
7,CHOCOLATE,23537,23537,NES BITES C/NUT ROUGH 110G,12,485959,3.000,0,3,0/3,0.000,0.000,0.000,42.000,0.000,0,3,0/3,0.000,0.000,0.000,0.000,2.000,13.000,11.818,7.720
8,GROCERY,066585,14525,AEROGARD R/ON TROP 50ML,12,66585,11.000,0,11,0/11,0.000,0.000,0.000,308.000,0.000,0,11,0/11,0.000,0.000,0.000,0.000,1.000,8.400,7.636,7.100
8,GROCERY,065440,14516,AEROGARD TROP 150G,12,00065440,32.000,2,7,2/8,0.000,0.000,24.000,896.000,0.000,0,8,-4/8,0.000,0.000,0.000,0.000,1.000,11.300,10.273,9.110
8,GROCERY,320866,14943,FANTASTIC CUP NDL BEEF 70G,12,320866,8.000,0,8,0/8,0.000,0.000,12.000,44.800,0.000,0,8,-1/8,2.000,6.000,6.000,3.100,5.000,15.000,15.000,7.750
8,GROCERY,458928,15091,GLEN 20 COUNTRY 175G,12,00458928,18.000,1,6,1/6,0.000,0.000,48.000,504.000,0.000,0,6,-5/6,0.000,0.000,0.000,0.000,1.000,7.500,6.818,6.180
8,GROCERY,10164,10164,GO NAT FRUGO BERRY 150G,8,27959D,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,0.000,0.000,0.000,0.000,5.000,22.500,20.455,14.900
8,GROCERY,24434,24434,J/WEST TUNA PROT+ CAP&CRK 94G,4,43760,2.000,0,2,0/2,0.000,0.000,0.000,56.000,0.000,0,2,0/2,1.000,4.500,4.091,3.340,1.000,4.500,4.091,3.340
8,GROCERY,4235,4235,MAGIC TREES AIR FRESHNR 15G,24,00012374,13.000,0,13,0/13,0.000,0.000,0.000,182.000,0.000,0,13,0/13,2.000,2.400,2.182,4.040,2.000,2.400,2.182,4.040
8,GROCERY,363487,14595,SURF LIQ TROPICAL 1L,6,303194,7.000,1,1,1/1,0.000,0.000,24.000,39.200,0.000,0,1,-5/1,0.000,0.000,0.000,0.000,5.000,45.000,40.909,24.650
9,BISCUITS,308937,13193,ARN CHOC MINT SLICE 200G,20,00308937,3.000,0,3,0/3,0.000,0.000,80.000,10.500,0.000,0,3,-4/3,2.000,10.400,9.455,8.020,8.000,41.600,37.818,32.080
9,BISCUITS,016064,13204,ARN CHOC TIM TAM WHITE 165G,24,16064,5.000,0,5,0/5,0.000,0.000,24.000,14.000,0.000,0,5,-1/5,2.000,10.400,9.455,7.300,10.000,52.000,47.273,36.500
9,BISCUITS,305358,13234,ARN SHAPES CHKN CRIMPY 175G,24,00305358,59.000,2,11,2/11,0.000,0.000,72.000,413.000,0.000,0,11,-5/11,1.000,4.000,3.636,3.450,4.000,16.000,14.546,13.800
9,BISCUITS,305052,13233,ARN SHAPES CHSE BACON 180G,24,305052,36.000,1,12,1/12,0.000,0.000,144.000,31.500,0.000,0,12,-7/12,4.000,16.000,14.546,13.800,32.000,128.000,116.365,110.400
9,BISCUITS,305028,13230,ARN SHAPES ORIG BBQ 175G,24,00611929,7.000,0,7,0/7,0.000,0.000,120.000,10.889,0.000,0,7,-5/7,3.000,12.000,10.909,10.350,18.000,71.600,65.092,62.100
9,BISCUITS,011530,13331,F/TASTIC RCRKR SC/CHV 100G,12,11530,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,0.000,0.000,0.000,0.000,1.000,3.200,2.909,1.330
9,BISCUITS,5648,5648,LEDA CH/CHIP COOKIE G/F 250G,1,26374,2.000,2,0,2/0,0.000,0.000,1.000,56.000,0.000,0,0,-3/0,1.000,5.500,5.000,2.840,1.000,5.500,5.000,2.840
12,SNACK FOODS,708645,15494,*DEL* GRAINWAVE S/CRM CHIVE 90G,15,708645,4.000,0,4,0/4,0.000,0.000,0.000,112.000,0.000,0,4,0/4,0.000,0.000,0.000,0.000,1.000,3.700,3.364,2.280
12,SNACK FOODS,1004,1004,*DEL* ORDER PLU 1003 PIRANHA CHICCA LIME SLT 75G,1,26713,30.000,30,0,30/0,0.000,0.000,0.000,120.000,0.000,0,0,-30/0,2.000,7.000,6.364,4.060,7.000,24.500,22.273,14.210
12,SNACK FOODS,1057,1057,*DEL* ORDER PLU 1056 PIRANHA VEGE CRKR BBQ 100G,1,26695,7.000,7,0,7/0,0.000,0.000,0.000,49.000,0.000,0,0,-7/0,3.000,10.500,9.545,6.480,4.000,14.000,12.727,8.640
12,SNACK FOODS,860311,14810,*DEL* ORDER PLU 14812 GO NAT BAR ALM APR 40G,16,860311,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,0.000,0.000,0.000,0.000,6.000,15.000,13.636,10.620
12,SNACK FOODS,6704,6704,BLUE DINO BAR LAMINGTON 45G,12,24755,1.000,0,1,0/1,0.000,0.000,0.000,5.600,0.000,0,1,0/1,0.000,0.000,0.000,0.000,5.000,24.500,22.273,11.950
12,SNACK FOODS,6703,6703,BLUE DINO BAR MAC LEMON 45G,12,24754,1.000,0,1,0/1,0.000,0.000,0.000,4.000,0.000,0,1,0/1,0.000,0.000,0.000,0.000,7.000,34.300,31.182,16.730
12,SNACK FOODS,20340,20340,BURGER RINGS 90G,18,00777042,32.000,1,13,1/14,0.000,0.000,54.000,224.000,0.000,0,14,-4/14,4.000,14.430,13.118,7.280,4.000,14.430,13.118,7.280
12,SNACK FOODS,20341,20341,CHEETOS CHSE BACN BALLS 90G,15,00777050,4.000,0,4,0/4,0.000,0.000,90.000,10.182,0.000,0,4,-6/4,7.000,25.900,23.545,12.530,11.000,39.750,36.136,19.690
12,SNACK FOODS,390688,15492,CHEEZELS CHEESE 90G,12,390688,25.000,2,1,2/1,0.000,0.000,72.000,35.000,0.000,0,1,-8/1,3.000,10.360,9.418,5.520,20.000,72.150,65.590,36.800
12,SNACK FOODS,5459,5459,DORITOS C/CHIP MEX 170G,12,298289,26.000,2,1,2/2,0.000,0.000,48.000,91.000,0.000,0,2,-6/2,0.000,0.000,0.000,0.000,8.000,40.000,36.364,28.960
12,SNACK FOODS,5367,5367,DORITOS C/CHIP NACHO 170G,12,298158,22.000,1,10,1/10,0.000,0.000,48.000,77.000,0.000,0,10,-5/10,2.000,10.000,9.091,7.240,8.000,40.000,36.364,28.960
12,SNACK FOODS,5368,5368,DORITOS C/CHIP SUPRM 170G,12,00298205,10.000,0,10,0/10,0.000,0.000,96.000,14.737,0.000,0,10,-8/10,6.000,30.000,27.273,21.720,19.000,95.000,86.365,68.780
12,SNACK FOODS,382232,15435,DORITOS DIP SALSA MED 300G,6,382232,10.000,1,4,1/4,0.000,0.000,12.000,93.333,0.000,0,4,-3/4,1.000,5.000,5.000,2.810,3.000,15.000,15.000,8.430
12,SNACK FOODS,6705,6705,GO NAT BAR ALM CASHEW 45G,16,27934,4.000,0,4,0/4,0.000,0.000,0.000,10.182,0.000,0,4,0/4,0.000,0.000,0.000,0.000,11.000,27.500,25.000,17.710
12,SNACK FOODS,860280,14814,GO NAT BAR NUT DELIGHT 40G,16,27930,2.000,0,2,0/2,0.000,0.000,0.000,4.667,0.000,0,2,0/2,0.000,0.000,0.000,0.000,12.000,30.000,27.273,19.320
12,SNACK FOODS,4221,4221,GO NAT BAR YGT FRT NUT 50G,16,27938,2.000,0,2,0/2,0.000,0.000,32.000,4.000,0.000,0,2,-2/2,0.000,0.000,0.000,0.000,14.000,35.000,31.818,22.540
12,SNACK FOODS,4738,4738,GO NAT BKD MUESLI APR 90G,12,27880,14.000,1,2,1/2,0.000,0.000,24.000,130.667,0.000,0,2,-3/2,0.000,0.000,0.000,0.000,3.000,10.500,9.545,6.390
12,SNACK FOODS,4739,4739,GO NAT BKD MUESLI APR YOG 90G,12,27882,8.000,0,8,0/8,0.000,0.000,48.000,74.667,0.000,0,8,-4/8,0.000,0.000,0.000,0.000,3.000,0.000,0.000,6.390
12,SNACK FOODS,461769,14816,GO NAT SESAME CRISPS 40G,24,27951,0.000,0,0,0/0,0.000,0.000,24.000,0.000,0.000,0,0,-1/0,0.000,0.000,0.000,0.000,20.000,20.000,18.182,16.600
12,SNACK FOODS,20339,20339,GRAINWAVE S/CRM CHIVE 170G,15,00777107,15.000,1,0,1/0,0.000,0.000,30.000,26.250,0.000,0,0,-3/0,0.000,0.000,0.000,0.000,16.000,80.000,72.728,50.560
12,SNACK FOODS,22643,22643,NOBBYS BACON BITES 40G,12,00778221,50.000,4,2,4/2,0.000,0.000,0.000,175.000,0.000,0,2,-4/2,1.000,3.000,2.727,1.930,8.000,24.000,21.818,15.440
12,SNACK FOODS,088650,14824,NOBBYS BEER NUTS SLT 375G,12,88650,6.000,0,6,0/6,0.000,0.000,24.000,42.000,0.000,0,6,-2/6,0.000,0.000,0.000,0.000,4.000,19.500,17.728,15.040
12,SNACK FOODS,369797,14826,NOBBYS CASHEWS SLT 50G,24,369797,1.000,0,1,0/1,0.000,0.000,72.000,4.667,0.000,0,1,-3/1,0.000,0.000,0.000,0.000,6.000,27.000,24.545,16.860
12,SNACK FOODS,369802,14837,NOBBYS PEANUTS SLT 50G,24,369802,63.000,2,15,2/15,0.000,0.000,144.000,63.000,0.000,0,15,-8/15,3.000,7.500,6.818,3.990,28.000,69.750,63.409,37.240
12,SNACK FOODS,1003,1003,PIRANHA CHICCA CRM CHS 75G,1,26707,5.000,5,0,5/0,0.000,0.000,0.000,70.000,0.000,0,0,-5/0,0.000,0.000,0.000,0.000,2.000,7.000,6.364,4.060
12,SNACK FOODS,1000,1000,PIRANHA CHICCA ITALIAN 75G,1,26710,13.000,13,0,13/0,0.000,0.000,0.000,52.000,0.000,0,0,-13/0,3.000,10.500,9.545,6.090,7.000,24.150,21.954,14.210
12,SNACK FOODS,1056,1056,PIRANHA VEGE CRKR FR/ON 100G,1,26697,28.000,28,0,28/0,0.000,0.000,0.000,196.000,0.000,0,0,-28/0,1.000,3.500,3.182,2.160,4.000,14.000,12.727,8.640
12,SNACK FOODS,POP0001,5054,PORKY CRACKLE BACON 25G,20,00307923,0.000,0,0,0/0,0.000,0.000,0.000,0.000,0.000,0,0,0/0,0.000,0.000,0.000,0.000,4.000,9.500,8.636,6.480
12,SNACK FOODS,15991,15991,PRINGLES BBQ 134G,12,636602,5.000,0,5,0/5,0.000,0.000,24.000,14.000,0.000,0,5,-2/5,0.000,0.000,0.000,0.000,10.000,55.000,50.000,44.200
12,SNACK FOODS,636432,6613,PRINGLES ORIG 134G,12,636432,20.000,1,8,1/8,0.000,0.000,84.000,43.077,0.000,0,8,-8/8,0.000,0.000,0.000,0.000,13.000,70.400,64.000,57.460
12,SNACK FOODS,636458,6614,PRINGLES S/CRM ONION 134G,12,636458,5.000,0,5,0/5,0.000,0.000,96.000,7.778,0.000,0,5,-8/5,5.000,27.500,25.000,22.100,18.000,99.000,90.000,79.560
12,SNACK FOODS,636513,6615,PRINGLES SALT VIN 134G,12,636513,25.000,2,1,2/1,0.000,0.000,72.000,116.667,0.000,0,1,-8/1,2.000,11.000,10.000,8.840,6.000,33.000,30.000,26.520
12,SNACK FOODS,024017,15442,RRD CHIP HNY SOY CHK 165G,12,00024017,9.000,0,9,0/9,0.000,0.000,120.000,31.500,0.000,0,9,-10/9,6.000,30.000,27.273,23.760,8.000,40.000,36.364,31.680
12,SNACK FOODS,842779,15495,RRD CHIP HNY SOY CHK 90G,12,842779,2.000,0,2,0/2,0.000,0.000,96.000,3.500,0.000,0,2,-8/2,4.000,14.800,13.454,8.800,16.000,58.830,53.481,35.200
12,SNACK FOODS,024033,15443,RRD CHIP LIME PEPPER 165G,12,00024033,16.000,1,3,1/4,0.000,0.000,24.000,49.778,0.000,0,4,-3/4,1.000,5.000,4.546,3.960,9.000,45.000,40.910,35.640
12,SNACK FOODS,024025,15445,RRD CHIP S/CHIL S/CRM 165G,12,00024025,1.000,0,1,0/1,0.000,0.000,120.000,2.545,0.000,0,1,-10/1,0.000,0.000,0.000,0.000,11.000,55.000,50.001,43.560
12,SNACK FOODS,842761,15497,RRD CHIP S/CHIL S/CRM 90G,12,842761,36.000,3,0,3/0,0.000,0.000,12.000,91.636,0.000,0,0,-4/0,2.000,7.400,6.727,4.400,11.000,40.700,37.000,24.200
12,SNACK FOODS,024020,15447,RRD CHIP SALT B/VIN 165G,12,024020,18.000,1,6,1/6,0.000,0.000,24.000,56.000,0.000,0,6,-3/6,5.000,25.000,22.728,19.800,9.000,45.000,40.910,35.640
12,SNACK FOODS,023786,15448,RRD CHIP SEA SALT 165G,12,00023786,22.000,1,10,1/10,0.000,0.000,24.000,77.000,0.000,0,10,-3/10,0.000,0.000,0.000,0.000,8.000,40.000,36.364,31.680
12,SNACK FOODS,842753,15499,RRD CHIP SEA SALT 90G,12,842753,22.000,1,10,1/10,0.000,0.000,48.000,154.000,0.000,0,10,-5/10,2.000,7.400,6.727,4.400,4.000,14.430,13.118,8.800
